Unnamed: 0,order_id,order_date,customer_name,customer_email,product_category,product_name,quantity,unit_price,discount_percent,shipping_cost,region,payment_method,order_status,mean_unit_price,std_unit_price,z_score,is_outlier,negative_unit_price,negative_z_score,needs_review,discount_mean_percent,discount_std_percent,z_score_discount_percent,disc_percent_is_outlier,disc_percent_needs_review,total_amount,order_size
0,100810,2025-03-21,mariam khan,mariam.khan@hotmail.com,beauty,sunscreen spf50,1.0,17.45,0.0,11.08,west,paypal,COMPLETED,35.795125,32.25932217096194,-0.568676703830847,False,False,-0.568676703830847,False,3.506666666666667,6.601809481042974,0.0,False,False,210.796,Medium
1,100489,2025-02-28,maria sheikh,maria.sheikh@hotmail.com,Home & Kitchen,cookware set,6.0,136.42,0.0,4.14,south,paypal,PENDING,125.44858638743456,251.39969147197004,0.04364131693371108,False,False,0.04364131693371108,False,3.381151832460733,9.34859745928623,0.0,False,False,4207.1928,Large
2,100799,2025-06-14,usman smith,usman.smith@hotmail.com,electronic,laptop stand,4.0,24.44,0.0,6.07,north,debit card,COMPLETED,85.10875,74.9987378077552,-0.8089302803403524,False,False,-0.8089302803403524,False,4.515,11.280742610579935,0.0,False,False,691.1632000000001,Large
3,100680,2025-02-06,omar wilson,omar.wilson@gmail.com,clothing,winter coat,3.0,117.21,0.0,5.02,north,paypal,RETURNED,81.27661224489796,202.65768774867644,0.17731075566037446,False,False,0.17731075566037446,False,4.043673469387755,10.607664777135836,0.0,False,False,2116.8125999999997,Large
4,100898,2025-04-21,zain ali,zain.aligmail.com,beauty,perfume 50ml,3.0,52.15,10.0,6.9,south,debit card,RETURNED,35.795125,32.25932217096194,0.506981359165747,False,False,0.506981359165747,False,3.506666666666667,6.601809481042974,0.0,False,False,328.5449999999999,Small
5,100656,2025-03-13,faisal miller,faisal.miller@hotmail.com,Sports & Outdoors,dumbbell set,7.0,177.1,5.0,9.46,east,credit card,COMPLETED,73.1990340909091,55.408806578830564,1.8751706150044964,False,False,1.8751706150044964,False,4.250568181818182,11.731325571960086,0.0,False,False,6768.7620000000015,Large
6,100978,2025-03-14,amna smith,amna.smith@hotmail.com,beauty,shampoo 500ml,6.0,11.8,0.0,10.61,west,credit card,RETURNED,35.795125,32.25932217096194,-0.7438198754715029,False,False,-0.7438198754715029,False,3.506666666666667,6.601809481042974,0.0,False,False,821.988,Large
7,100816,2025-02-23,amna sheikh,amna.sheikh@outlook.com,clothing,cotton t-shirt,,16.94,0.0,6.63,west,paypal,RETURNED,81.27661224489796,202.65768774867644,-0.3174644542707122,False,False,-0.3174644542707122,False,4.043673469387755,10.607664777135836,0.0,False,False,1833.9884800300301,Large
8,100518,2025-01-18,kamran ali,kamran.ali@gmail.com,electronics,wireless earbuds,4.0,38.83,0.0,3.87,east,credit card,COMPLETED,108.07537634408602,354.6189383124617,-0.19526700032887856,False,False,-0.19526700032887856,False,4.18010752688172,8.442241407847533,0.0,False,False,756.4084,Large
9,100228,2025-02-23,james taylor,james.taylor@outlook.com,books,atomic habits,2.0,17.29,10.0,9.16,west,cash on delivery,RETURNED,39.827705627705626,103.05571431710429,-0.21869438077307096,False,False,-0.21869438077307096,False,4.1688311688311686,10.421557003011799,0.0,False,False,5.532800000000004,Small
10,100698,2025-05-11,omar anderson,aqibirshad99@gmail.com,books,python crash course,3.0,30.28,2.0,8.4,w,debit card,COMPLETED,39.827705627705626,103.05571431710429,-0.0926460574357591,False,False,-0.0926460574357591,False,4.1688311688311686,10.421557003011799,0.0,False,False,672.216,Large
11,100132,2025-01-15,fatima wilson,fatima.wilson@gmail.com,clothing,wool sweater,1.0,45.05,0.0,9.85,south,cash on delivery,COMPLETED,81.27661224489796,202.65768774867644,-0.17875765112757022,False,False,-0.17875765112757022,False,4.043673469387755,10.607664777135836,0.0,False,False,488.79249999999996,Medium
12,100097,2025-05-30,robert johnson,robert.johnson@gmail.com,electronics,wireless earbuds,3.0,35.63,0.0,7.99,north,credit card,COMPLETED,108.07537634408602,354.6189383124617,-0.20429077107058782,False,False,-0.20429077107058782,False,4.18010752688172,8.442241407847533,0.0,False,False,960.9411000000001,Large
13,100597,2025-04-05,john davis,john.davis@yahoo.com,clothing,denim jacket,3.0,63.63,20.0,3.22,e,debit card,COMPLETED,81.27661224489796,202.65768774867644,-0.08707595769464319,False,False,-0.08707595769464319,False,4.043673469387755,10.607664777135836,0.0,False,False,3012.2442,Small
14,100369,2025-06-06,ayesha sheikh,ayesha.sheikh@outlook.com,clothing,formal shirt,1.0,36.06,80.2,4.71,w,credit card,CANCELLED,81.27661224489796,202.65768774867644,-0.22311816910184434,False,False,-0.22311816910184434,False,4.043673469387755,10.607664777135836,0.0,False,False,2686.1094000000003,Small
15,100141,2025-03-06,imran johnson,imran.johnson@gmail.com,Home & Kitchen,cookware set,4.0,129.54,0.0,7.71,east,credit card,PENDING,125.44858638743456,251.39969147197004,0.0162745371269543,False,False,0.0162745371269543,False,3.381151832460733,9.34859745928623,0.0,False,False,4513.1736,Large
16,100450,2025-06-26,james iqbal,james.iqbal@gmail.com,electronics,wireless earbuds,7.0,38.53,0.0,7.67,south,paypal,RETURNED,108.07537634408602,354.6189383124617,-0.1961129788359138,False,False,-0.1961129788359138,False,4.18010752688172,8.442241407847533,0.0,False,False,2338.3857000000003,Large
17,100164,2025-05-16,zainab thomas,aqibirshad99@gmail.com,electronics,usb-c hub,6.0,34.69,5.0,9.29,south,credit card,CANCELLED,108.07537634408602,354.6189383124617,-0.20694150372596495,False,False,-0.20694150372596495,False,4.18010752688172,8.442241407847533,0.0,False,False,1101.0605999999998,Large
18,101218,2025-01-15,omar ali,omar.ali@hotmail.com,books,the pragmatic programmer,3.0,36.25,0.0,9.04,east,paypal,CANCELLED,39.827705627705626,103.05571431710429,-0.03471622754170585,False,False,-0.03471622754170585,False,4.1688311688311686,10.421557003011799,0.0,False,False,1091.85,Large
19,101173,2025-06-23,fatima malik,fatima.malik@hotmail.com,Home & Kitchen,coffee maker,5.0,67.44,0.0,7.06,n,debit card,CANCELLED,125.44858638743456,251.39969147197004,-0.23074247246601043,False,False,-0.23074247246601043,False,3.381151832460733,9.34859745928623,0.0,False,False,2717.8319999999994,Large
20,101272,2025-02-05,john ali,john.ali@gmail.com,electronics,4k monitor,6.0,306.65,10.0,7.81,east,credit card,CANCELLED,108.07537634408602,354.6189383124617,0.5599662121850525,False,False,0.5599662121850525,False,4.18010752688172,8.442241407847533,0.0,False,False,2189.4810000000007,Small
21,100630,2025-02-12,sara sheikh,sara.sheikh@outlook.com,electronic,bluetooth speaker,6.0,60.79,0.0,8.6,n,paypal,RETURNED,85.10875,74.9987378077552,-0.3242554569696416,False,False,-0.3242554569696416,False,4.515,11.280742610579935,0.0,False,False,3501.504,Large
22,101263,2025-02-27,sana shah,sana.shah@yahoo.com,books,atomic habits,5.0,17.03,15.0,6.52,east,paypal,COMPLETED,39.827705627705626,103.05571431710429,-0.2212172879376361,False,False,-0.2212172879376361,False,4.1688311688311686,10.421557003011799,0.0,False,False,636.922,Small
23,100071,2025-02-26,sarah ahmed,sarah.ahmed@yahoo.com,electronics,bluetooth speaker,4.0,60.08,0.0,9.47,north,credit card,PENDING,108.07537634408602,354.6189383124617,-0.13534352274721537,False,False,-0.13534352274721537,False,4.18010752688172,8.442241407847533,0.0,False,False,2516.1504,Large
24,100595,2025-05-03,sara malik,sara.malik@outlook.com,clothing,cotton t-shirt,5.0,16.09,0.0,8.29,east,cash on delivery,RETURNED,81.27661224489796,202.65768774867644,-0.3216587190402487,False,False,-0.3216587190402487,False,4.043673469387755,10.607664777135836,0.0,False,False,747.3805,Large
25,100018,2025-05-17,mariam ali,mariam.ali@gmail.com,beauty,makeup kit,3.0,39.56,10.0,11.05,east,credit card,PENDING,35.795125,32.25932217096194,0.11670657492577251,False,False,0.11670657492577251,False,3.506666666666667,6.601809481042974,0.0,False,False,243.2940000000001,Medium
26,100324,2025-04-07,sara ahmed,sara.ahmedyahoo.com,beauty,makeup kit,3.0,39.92,20.0,7.23,w,credit card,PENDING,35.795125,32.25932217096194,0.12786613984446915,False,False,0.12786613984446915,False,3.506666666666667,6.601809481042974,0.0,False,False,1409.5752,Small
27,100820,2025-01-23,rabia malik,rabia.malikoutlook.com,Home & Kitchen,knife set,4.0,38.78,0.0,2.25,west,paypal,PENDING,125.44858638743456,251.39969147197004,-0.3447442034633432,False,False,-0.3447442034633432,False,3.381151832460733,9.34859745928623,0.0,False,False,504.14,Large
28,100547,2025-01-04,robert malik,robert.malik@hotmail.com,books,deep work,7.0,18.8,5.0,9.51,south,credit card,CANCELLED,39.827705627705626,103.05571431710429,-0.20404211224040422,False,False,-0.20404211224040422,False,4.1688311688311686,10.421557003011799,0.0,False,False,725.116,Large
29,100773,2025-06-26,rabia taylor,aqibirshad99@gmail.com,clothing,running shoes,1.0,78.84,0.0,14.7,south,debit card,COMPLETED,81.27661224489796,202.65768774867644,-0.0120232904656432,False,False,-0.0120232904656432,False,4.043673469387755,10.607664777135836,0.0,False,False,1237.788,Large
30,100705,2025-03-04,mariam taylor,mariam.taylor@hotmail.com,Sports & Outdoors,hiking backpack,6.0,177.1,0.0,8.6,east,credit card,COMPLETED,73.1990340909091,55.408806578830564,1.8751706150044964,False,False,1.8751706150044964,False,4.250568181818182,11.731325571960086,0.0,False,False,10200.96,Large
31,100558,2025-04-10,omar moore,omar.moore@gmail.com,Sports & Outdoors,water bottle,3.0,13.08,0.0,7.32,east,jazzcash,RETURNED,73.1990340909091,55.408806578830564,-1.0850086439847293,False,False,-1.0850086439847293,False,4.250568181818182,11.731325571960086,0.0,False,False,326.4768,Medium
32,100901,2025-04-28,rabia hussain,rabia.hussain@gmail.com,clothing,formal shirt,6.0,36.49,0.0,10.51,west,credit card,CANCELLED,81.27661224489796,202.65768774867644,-0.22099636457137295,False,False,-0.22099636457137295,False,4.043673469387755,10.607664777135836,0.0,False,False,2519.9994,Large
33,100513,2025-04-20,hina taylor,aqibirshad99@gmail.com,books,deep work,6.0,17.39,20.0,12.55,west,debit card,COMPLETED,39.827705627705626,103.05571431710429,-0.21772403186362282,False,False,-0.21772403186362282,False,4.1688311688311686,10.421557003011799,0.0,False,False,672.9929999999999,Small
34,100300,2025-06-27,david miller,david.miller@outlook.com,sports,hiking backpack,2.0,67.07,0.0,6.77,west,cash on delivery,CANCELLED,73.26145833333334,48.91840557715463,-0.126567050996135,False,False,-0.126567050996135,False,4.104166666666667,9.7505909986367,0.0,False,False,1042.2677999999999,Large
35,101314,2025-04-05,imran iqbal,imran.iqbal@outlook.com,electronics,usb-c hub,1.0,36.22,10.0,7.85,west,paypal,COMPLETED,108.07537634408602,354.6189383124617,-0.2026270133400852,False,False,-0.2026270133400852,False,4.18010752688172,8.442241407847533,0.0,False,False,41.65300000000001,Small
